Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
State Bank Of India,Public sector bank,2.68,329.6,2.02%,0.30%,2.15% (Sep 2023),1.36% (Mar 2023),4.41 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,2.29,322.8,1.98%,0.24%,2.49% (Apr 2023),1.39% (May 2023),2.87 L,43.32 k,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Axis Bank Ltd.,Private sector bank,9.36,267.8,1.64%,0.02%,2.8% (Sep 2023),1.42% (Nov 2023),2.49 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Coal India Ltd.,Coal,1.63,265.1,1.63%,-0.28%,2.12% (Oct 2023),0% (Mar 2023),6.07 L,-1.66 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Tata Consultancy Services Ltd.,Computers - software & consulting,7.35,243.3,1.49%,0.11%,2.85% (Sep 2023),0.98% (Oct 2023),59.42 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Tata Power Co. Ltd.,Integrated power utilities,1.43,233.7,1.43%,-0.06%,1.49% (Jan 2024),0.44% (Mar 2023),6.29 L,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,3.45,233.6,1.43%,-0.46%,1.89% (Jan 2024),1.34% (Aug 2023),1.48 L,-0.70 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
HCL Technologies Limited,Computers - software & consulting,7.35,231.3,1.42%,0.22%,1.42% (Feb 2024),0.33% (Sep 2023),1.39 L,14.00 k,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Titan Company Ltd.,"Gems, jewellery and watches",1.78,225.7,1.39%,0.30%,1.73% (Aug 2023),0% (Mar 2023),62.28 k,13.83 k,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Varun Beverages Ltd.,Other beverages,1.34,217.5,1.34%,0.13%,1.34% (Feb 2024),0.4% (Apr 2023),1.54 L,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Tata Motors Ltd. - A Class,Passenger cars & utility vehicles,1.43,187.2,1.15%,-0.02%,2.15% (Jul 2023),0.51% (Mar 2023),2.96 L,-0.34 L,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Ultratech Cement Ltd.,Cement & cement products,1.98,186.2,1.14%,-0.03%,1.74% (Nov 2023),1.01% (Jul 2023),18.82 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Tata Consumer Products Ltd.,Tea & coffee,1.14,185.8,1.14%,0.08%,1.54% (Sep 2023),0% (Mar 2023),1.56 L,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
TVS Motor Company Ltd.,2/3 wheelers,1.79,182.7,1.12%,0.01%,1.47% (Dec 2023),0% (Mar 2023),85.42 k,-5.89 k,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Shriram Finance Ltd.,Non banking financial company (nbfc),2.27,182.5,1.12%,-0.01%,1.13% (Jan 2024),0% (Mar 2023),74.83 k,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Tech Mahindra Ltd.,Computers - software & consulting,7.35,145.5,0.89%,-0.04%,0.93% (Jan 2024),0% (Mar 2023),1.14 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
ITC Limited,Diversified fmcg,1.25,143.4,0.88%,-0.07%,1.72% (Apr 2023),0% (Mar 2023),3.53 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Cipla Ltd.,Pharmaceuticals,3.45,142.7,0.88%,0.09%,0.88% (Feb 2024),0% (Mar 2023),96.42 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Grasim Industries Limited,Cement & cement products,1.98,136.9,0.84%,0.01%,0.84% (Feb 2024),0.61% (Mar 2023),62.49 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
DLF Ltd.,"Residential, commercial projects",1.98,136.8,0.84%,0.10%,0.84% (Feb 2024),0% (Mar 2023),1.52 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Max Healthcare Institute Ltd.,Hospital,0.83,134.7,0.83%,-0.10%,0.93% (Jan 2024),0.25% (Mar 2023),1.70 L,-0.25 L,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Oil & Natural Gas Corporation Ltd.,Oil exploration & production,0.83,134.6,0.83%,0.42%,0.83% (Feb 2024),0% (Mar 2023),5.09 L,2.43 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Jio Financial Services Ltd.,Non banking financial company (nbfc),2.27,123,0.76%,0.16%,0.76% (Feb 2024),0% (Mar 2023),3.97 L,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Bajaj Auto Ltd.,2/3 wheelers,1.79,108.4,0.67%,0.03%,1.08% (Oct 2023),0% (Mar 2023),13.70 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Canara Bank,Public sector bank,2.68,107.6,0.66%,0.10%,0.66% (Feb 2024),0% (Mar 2023),1.91 L,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
KFIN Technologies Ltd.,Financial technology (fintech),1.24,101.8,0.62%,0.06%,0.62% (Feb 2024),0% (Mar 2023),1.48 L,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
PB Fintech Ltd.,Financial technology (fintech),1.24,101.4,0.62%,0.09%,0.62% (Feb 2024),0.29% (Mar 2023),86.82 k,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
SBI Life Insurance Co Ltd.,Life insurance,0.62,100.9,0.62%,0.06%,1.46% (Apr 2023),0.46% (May 2023),64.96 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Indusind Bank Ltd.,Private sector bank,9.36,99.6,0.61%,-0.02%,1.24% (Oct 2023),0.49% (May 2023),67.50 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Phoenix Mills Ltd.,"Residential, commercial projects",1.98,98.1,0.60%,0.07%,0.6% (Feb 2024),0% (Mar 2023),35.55 k,0.00,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Sonata Software Ltd.,Computers - software & consulting,7.35,95.2,0.58%,0.03%,0.58% (Feb 2024),0% (Mar 2023),1.17 L,0.00,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Divis Laboratories Ltd.,Pharmaceuticals,3.45,94.2,0.58%,-0.02%,0.6% (Jan 2024),0% (Mar 2023),27.00 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"-
Bharat Heavy Electricals Ltd.",Heavy electrical equipment,1.49,93.1,0.57%,0.00%,0.57% (Jan 2024),0% (Mar 2023),4.09 L,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
United Spirits Ltd.,Breweries & distilleries,0.57,93,0.57%,0.04%,0.79% (Jul 2023),0.5% (Aug 2023),79.80 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
J S W Energy Ltd.",Power generation,2.77,93,0.57%,0.57%,0.57% (Feb 2024),0% (Mar 2023),1.83 L,1.83 L,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Nestle India Ltd.,Packaged foods,0.57,92.4,0.57%,0.03%,1.49% (Aug 2023),0.5% (Mar 2023),35.58 k,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Zomato Ltd.",E-retail/ e-commerce,0.56,91.2,0.56%,0.56%,0.81% (Dec 2023),0% (Mar 2023),5.51 L,5.51 L,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Abbott India Ltd.,Pharmaceuticals,3.45,90.5,0.56%,0.06%,0.56% (Feb 2024),0% (Mar 2023),3.18 k,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Power Grid Corporation of India Ltd.,Power - transmission,0.55,89.5,0.55%,-0.32%,0.87% (Jan 2024),0.19% (Mar 2023),3.16 L,-2.31 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Godrej Properties Ltd.,"Residential, commercial projects",1.98,88.4,0.54%,0.01%,0.54% (Feb 2024),0% (Mar 2023),36.88 k,0.00,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Bharat Petroleum Corporation Ltd.",Refineries & marketing,6.21,84.8,0.52%,0.52%,0.52% (Feb 2024),0% (Mar 2023),1.40 L,1.40 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Gokaldas Exports Ltd.,Garments & apparels,0.52,84.2,0.52%,-0.04%,0.56% (Jan 2024),0% (Mar 2023),99.63 k,0.00,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Sona BLW Precision Forgings Ltd.,Auto components & equipments,0.9,83.6,0.51%,0.05%,0.51% (Feb 2024),0.17% (Mar 2023),1.21 L,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
CG Power and Industrial Solutions Ltd.,Heavy electrical equipment,1.49,80.6,0.50%,-0.02%,0.89% (Sep 2023),0% (Mar 2023),1.82 L,0.00,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Spandana Sphoorty Financial Ltd.,Microfinance institutions,0.45,72.9,0.45%,-0.06%,0.55% (Dec 2023),0% (Mar 2023),79.60 k,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
UPL Ltd.,Pesticides & agrochemicals,0.45,72.7,0.45%,0.18%,0.85% (Apr 2023),0% (Mar 2023),1.55 L,72.80 k,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Hindalco Industries Ltd.,Aluminium,0.44,71.2,0.44%,-0.56%,1.35% (Mar 2023),0.27% (Apr 2023),1.41 L,-1.42 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
ABB India Ltd.,Heavy electrical equipment,1.49,69.1,0.42%,0.06%,0.8% (May 2023),0.23% (Mar 2023),12.69 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Bajaj Finance Ltd.,Non banking financial company (nbfc),2.27,64.1,0.39%,-0.88%,2.4% (Oct 2023),0.39% (Feb 2024),9.88 k,-0.20 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Gabriel India Ltd.,Auto components & equipments,0.9,63.7,0.39%,-0.04%,0.49% (Nov 2023),0% (Mar 2023),1.85 L,0.00,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Ethos Ltd.,"Gems, jewellery and watches",1.78,63.6,0.39%,-0.38%,0.77% (Jan 2024),0% (Mar 2023),24.47 k,-0.26 L,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Angel One Ltd.,Stockbroking & allied,0.38,61.8,0.38%,-0.15%,0.56% (Dec 2023),0% (Mar 2023),22.21 k,-4.00 k,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Central Depository Services (India) Ltd.,"Depositories, clearing houses and other intermediaries",0.38,61.2,0.38%,0.03%,0.38% (Feb 2024),0% (Mar 2023),31.94 k,0.00,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Hindustan Unilever Ltd.,Diversified fmcg,1.25,60.8,0.37%,-0.01%,2.78% (Jun 2023),0.37% (Feb 2024),25.20 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Indus Towers Ltd.",Telecom - infrastructure,0.35,57.6,0.35%,0.35%,0.35% (Feb 2024),0% (Mar 2023),2.28 L,2.28 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Cyient Ltd.",It enabled services,0.34,55.6,0.34%,0.34%,0.34% (Feb 2024),0% (Mar 2023),27.47 k,27.47 k,Small Cap,3.31,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Polycab India Limited,Cables - electricals,0.34,54.6,0.34%,0.04%,1.28% (Oct 2023),0% (Mar 2023),11.50 k,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Indian Oil Corporation Ltd.,Refineries & marketing,6.21,53.3,0.33%,0.04%,0.33% (Feb 2024),0% (Mar 2023),3.22 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Adani Enterprises Ltd.",Trading - minerals,0.31,50.3,0.31%,0.31%,0.31% (Feb 2024),0% (Mar 2023),15.30 k,15.30 k,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Tata Communications Ltd.",Telecom - cellular & fixed line services,2.29,50,0.31%,0.31%,0.31% (Feb 2024),0% (Mar 2023),26.00 k,26.00 k,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Vedanta Ltd.",Diversified metals,0.3,48.1,0.30%,0.30%,0.3% (Feb 2024),0% (Mar 2023),1.79 L,1.79 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Electronics Mart lndia Ltd.,Speciality retail,0.29,47.2,0.29%,-0.01%,0.32% (Nov 2023),0% (Mar 2023),2.28 L,0.00,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,1.43,45.7,0.28%,0.03%,2.05% (Apr 2023),0.25% (Jan 2024),4.05 k,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Power Finance Corporation Ltd.,Financial institution,0.56,45.1,0.28%,-0.49%,0.77% (Jan 2024),0% (Mar 2023),1.12 L,-1.72 L,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Rural Electrification Corporation Limited,Financial institution,0.56,45,0.28%,-0.46%,0.74% (Jan 2024),0% (Mar 2023),1.02 L,-1.41 L,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
"#
Jubilant Foodworks Ltd.",Restaurants,0.08,13.3,0.08%,0.08%,0.08% (Feb 2024),0% (Mar 2023),28.75 k,28.75 k,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
LTIMindtree Ltd.,Computers - software & consulting,7.35,115.1,0.00%,-0.70%,-,-,-,-,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,3.45,47.4,0.00%,-0.29%,-,-,-,-,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Oberoi Realty Ltd.,"Residential, commercial projects",1.98,79,0.00%,-0.48%,-,-,-,-,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Indian Bank,Public sector bank,2.68,4.6,0.00%,-0.03%,-,-,-,-,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Tata Motors Ltd.,Passenger cars & utility vehicles,1.43,70.6,0.00%,-0.43%,-,-,-,-,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Indian Railway Catering and Tourism Corporation Ltd.,"Tour, travel related services",,74.4,0.00%,-0.45%,-,-,-,-,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
HDFC Bank Ltd.,Private sector bank,13.01,3089,7.77%,-0.14%,7.91% (Jan 2024),1.51% (Mar 2023),22.01 L,72.05 k,Other,14.8,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
ICICI Bank Ltd.,Private sector bank,13.01,1540.8,3.87%,-1.20%,5.49% (Dec 2023),3.87% (Feb 2024),14.64 L,-4.76 L,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Hindustan Aeronautics Ltd.,Aerospace & defense,6.31,1270.9,3.20%,0.03%,3.33% (Dec 2023),0% (Mar 2023),4.12 L,-3.37 k,Other,14.8,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Bharat Electronics Ltd.,Aerospace & defense,6.31,1238.5,3.11%,0.23%,3.24% (Dec 2023),1.03% (Mar 2023),60.39 L,-0.49 L,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Sonata Software Ltd.,Computers - software & consulting,14.47,1066.9,2.68%,0.09%,2.91% (Dec 2023),0% (Mar 2023),13.16 L,-0.12 L,Small Cap,8.95,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Power Grid Corporation of India Ltd.,Power - transmission,2.48,985.2,2.48%,0.16%,2.48% (Feb 2024),1.11% (Aug 2023),34.83 L,-0.31 L,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
HCL Technologies Limited,Computers - software & consulting,14.47,937.1,2.36%,0.06%,2.48% (Dec 2023),0% (Mar 2023),5.63 L,-0.12 L,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
ITC Limited,Diversified fmcg,3.42,934.3,2.35%,-0.25%,3.19% (Dec 2023),1.28% (Mar 2023),22.99 L,-0.15 L,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
CRISIL Ltd.,Other financial services,2.23,888.5,2.23%,0.37%,2.39% (Oct 2023),0% (Mar 2023),1.77 L,-1.79 k,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Colgate - Palmolive (India) Limited,Personal care,2.66,876.5,2.20%,-0.09%,2.61% (Dec 2023),1.07% (Mar 2023),3.47 L,-3.13 k,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Titan Company Ltd.,"Gems, jewellery and watches",2.2,876.1,2.20%,-0.09%,2.59% (Dec 2023),1.09% (Mar 2023),2.42 L,-1.85 k,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Reliance Industries Ltd.,Refineries & marketing,2.17,813.7,2.05%,0.03%,3.01% (Jun 2023),0.21% (Jul 2023),2.79 L,0.00,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Mphasis Ltd.,Computers - software & consulting,14.47,766.1,1.93%,-0.02%,2.39% (Dec 2023),0% (Mar 2023),2.93 L,-2.67 k,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Oracle Financial Services Software Limited,Software products,1.92,762.4,1.92%,0.26%,1.92% (Feb 2024),0% (Mar 2023),99.36 k,-0.95 k,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
LTIMindtree Ltd.,Computers - software & consulting,14.47,754.1,1.90%,-0.13%,2.64% (Dec 2023),1.11% (Jul 2023),1.42 L,-4.04 k,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Oil India Ltd.,Oil exploration & production,2.18,746.8,1.88%,0.38%,1.88% (Feb 2024),0% (Mar 2023),13.66 L,-0.14 L,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Rural Electrification Corporation Limited,Financial institution,1.58,628.6,1.58%,-0.24%,2.49% (Sep 2023),0% (Mar 2023),14.22 L,-0.13 L,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Persistent Systems Ltd.,Computers - software & consulting,14.47,608.2,1.53%,0.02%,1.55% (Dec 2023),0% (Mar 2023),70.47 k,-0.66 k,Small Cap,8.95,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Tata Power Co. Ltd.,Integrated power utilities,1.53,607.3,1.53%,-0.09%,1.62% (Jan 2024),0.13% (Jun 2023),16.34 L,0.00,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Coal India Ltd.,Coal,1.52,604.7,1.52%,0.08%,2% (Dec 2023),1.04% (Mar 2023),13.85 L,-0.13 L,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
TVS Motor Company Ltd.,2/3 wheelers,2.07,574.2,1.44%,0.06%,1.62% (Dec 2023),1.11% (Mar 2023),2.68 L,-2.50 k,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
ICICI Securities Ltd.,Stockbroking & allied,1.35,537.1,1.35%,-0.03%,1.41% (Nov 2023),0% (Mar 2023),6.57 L,-6.12 k,Small Cap,8.95,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Tata Motors Ltd.,Passenger cars & utility vehicles,2.26,532.1,1.34%,0.08%,1.34% (Feb 2024),0.1% (Mar 2023),5.60 L,0.00,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Nestle India Ltd.,Packaged foods,1.49,526.4,1.32%,0.02%,1.58% (Dec 2023),1.14% (Mar 2023),2.03 L,-1.62 k,Other,14.8,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Coforge Ltd.,Computers - software & consulting,14.47,524.8,1.32%,0.04%,1.49% (Dec 2023),0% (Mar 2023),80.07 k,-0.70 k,Small Cap,8.95,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Bank Of Baroda,Public sector bank,3.07,490.7,1.23%,0.07%,1.39% (Mar 2023),0% (Mar 2023),18.49 L,0.00,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
State Bank Of India,Public sector bank,3.07,482.5,1.21%,0.16%,1.21% (Feb 2024),0% (Mar 2023),6.45 L,0.00,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Tech Mahindra Ltd.,Computers - software & consulting,14.47,460.8,1.16%,-0.08%,1.72% (Aug 2023),0.28% (Mar 2023),3.62 L,-3.02 k,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
J.b. Chemicals & Pharmaceuticals Ltd.,Pharmaceuticals,2.2,430.6,1.08%,-0.11%,1.33% (Dec 2023),0% (Mar 2023),2.76 L,-2.54 k,Other,14.8,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Hindustan Unilever Ltd.,Diversified fmcg,3.42,427,1.07%,-0.05%,1.34% (May 2023),0.12% (Mar 2023),1.77 L,0.00,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Supreme Industries Ltd.,Plastic products - industrial,1.03,411.2,1.03%,-0.02%,1.82% (Aug 2023),0% (Mar 2023),99.08 k,-0.97 k,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
CCL Products (India) Ltd.,Tea & coffee,1,398.5,1.00%,-0.09%,1.31% (Nov 2023),0% (Mar 2023),6.33 L,-5.81 k,Small Cap,8.95,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Bajaj Finance Ltd.,Non banking financial company (nbfc),0.98,351.6,0.88%,-0.06%,0.94% (Jan 2024),0% (Nov 2023),54.13 k,0.00,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,2.26,343.2,0.86%,-1.01%,1.87% (Jan 2024),0.24% (May 2023),30.40 k,-0.42 L,Large Cap,36.77,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Associated Cement Companies Ltd.,Cement & cement products,1.96,330.5,0.83%,0.02%,0.83% (Feb 2024),0.16% (Mar 2023),1.26 L,0.00,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Pi Industries Ltd.,Pesticides & agrochemicals,0.96,316.8,0.80%,0.06%,1.48% (Jun 2023),0% (Mar 2023),86.25 k,0.00,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
Adani Enterprises Ltd.,Trading - minerals,0.77,305.5,0.77%,0.03%,0.77% (Feb 2024),0% (Mar 2023),93.00 k,0.00,Mid Cap,24.61,nj-balanced-advantage-fund-direct-plan-growth,MNJ003,Equity,04_dynamic_AA
