Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
Infosys Ltd.,Computers - software & consulting,9.59,539.2,3.92%,-0.14%,7.46% (Mar 2023),3.92% (Feb 2024),3.22 L,-0.12 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
ITC Limited,Diversified fmcg,6.09,507.5,3.69%,-0.35%,4.18% (Dec 2023),0% (Mar 2023),12.49 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Axis Bank Ltd.,Private sector bank,22.5,442.6,3.21%,-0.25%,4.47% (Mar 2023),3.21% (Feb 2024),4.12 L,-0.32 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
State Bank Of India,Public sector bank,3.61,392.9,2.85%,-0.21%,5.41% (Sep 2023),2.85% (Feb 2024),5.25 L,-1.30 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Tata Consultancy Services Ltd.,Computers - software & consulting,9.59,372.3,2.70%,-0.07%,4.1% (Mar 2023),2.7% (Feb 2024),90.92 k,-8.54 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Kotak Mahindra Bank Ltd.,Private sector bank,22.5,349.4,2.54%,-0.22%,4.58% (May 2023),2.54% (Feb 2024),2.07 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Power Finance Corporation Ltd.,Financial institution,2.61,342.3,2.49%,-0.28%,2.77% (Jan 2024),0% (Mar 2023),8.54 L,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,2.44,336.6,2.44%,0.09%,2.44% (Feb 2024),0.92% (Aug 2023),3.00 L,24.35 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Hindustan Unilever Ltd.,Diversified fmcg,6.09,329.9,2.40%,-0.35%,3.35% (Aug 2023),2.4% (Jul 2023),1.37 L,-0.14 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Titan Company Ltd.,"Gems, jewellery and watches",2.11,289.9,2.11%,-0.06%,3.26% (Mar 2023),1.93% (Jul 2023),79.99 k,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,2.98,289.9,2.11%,0.20%,2.11% (Feb 2024),0% (Mar 2023),1.84 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Grasim Industries Limited,Cement & cement products,2.86,271.8,1.97%,-0.36%,2.33% (Jan 2024),0.6% (Jul 2023),1.24 L,-0.23 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
HCL Technologies Limited,Computers - software & consulting,9.59,261.3,1.90%,0.09%,1.9% (Feb 2024),0.62% (Jun 2023),1.57 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
National Thermal Power Corporation Ltd.,Power generation,1.83,252.3,1.83%,0.23%,1.83% (Feb 2024),0% (Mar 2023),7.52 L,61.92 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bajaj Finance Ltd.,Non banking financial company (nbfc),2.31,235.6,1.71%,0.41%,2.21% (May 2023),1% (Aug 2023),36.28 k,10.36 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bharat Electronics Ltd.,Aerospace & defense,2.3,234.7,1.70%,0.15%,1.7% (Feb 2024),0% (Mar 2023),11.44 L,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Tata Motors Ltd.,Passenger cars & utility vehicles,3.49,177.5,1.29%,0.08%,1.29% (Feb 2024),0% (Mar 2023),1.87 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,3.49,153.1,1.11%,-0.17%,2.62% (Apr 2023),1.11% (Feb 2024),13.57 k,-3.67 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,3.49,149.8,1.09%,0.06%,3.33% (Apr 2023),1.03% (Jan 2024),77.54 k,-7.50 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Tata Consumer Products Ltd.,Tea & coffee,1.08,148.2,1.08%,0.06%,1.82% (Dec 2023),0% (Mar 2023),1.25 L,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Pidilite Industries Ltd.,Specialty chemicals,1.65,132,0.96%,0.07%,0.96% (Feb 2024),0% (Mar 2023),48.25 k,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"#
Oil & Natural Gas Corporation Ltd.",Oil exploration & production,0.93,128,0.93%,0.93%,0.93% (Feb 2024),0% (Mar 2023),4.84 L,4.84 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Zomato Ltd.,E-retail/ e-commerce,0.88,121.4,0.88%,0.23%,0.88% (Feb 2024),0% (Mar 2023),7.34 L,96.25 k,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Britannia Industries Ltd.,Packaged foods,1.29,119.8,0.87%,-0.05%,1.65% (Dec 2023),0% (Mar 2023),24.12 k,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Coal India Ltd.,Coal,0.87,119.3,0.87%,0.06%,0.87% (Feb 2024),0% (Mar 2023),2.73 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Ultratech Cement Ltd.,Cement & cement products,2.86,118.4,0.86%,-0.03%,2.53% (Mar 2023),0.83% (Nov 2023),11.97 k,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Motherson Sumi Systems Ltd.,Auto components & equipments,0.83,114.6,0.83%,0.04%,0.83% (Feb 2024),0% (Mar 2023),9.62 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
SBI Life Insurance Co Ltd.,Life insurance,0.82,113.2,0.82%,0.08%,1.52% (Apr 2023),0.22% (Aug 2023),72.90 k,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Indusind Bank Ltd.,Private sector bank,22.5,112.1,0.81%,0.17%,0.81% (Feb 2024),0% (Mar 2023),75.99 k,18.67 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"#
Power Grid Corporation of India Ltd.",Power - transmission,0.81,111.7,0.81%,0.81%,0.81% (Feb 2024),0% (Mar 2023),3.95 L,3.95 L,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Hero Motocorp Ltd.,2/3 wheelers,1.7,109.7,0.80%,-0.28%,1.71% (Sep 2023),0% (Mar 2023),24.78 k,-7.18 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Apollo Hospitals Enterprises Ltd.,Hospital,0.79,108.4,0.79%,-0.18%,2.67% (May 2023),0.79% (Feb 2024),17.77 k,-3.10 k,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Avenue Supermarts Ltd.,Diversified retail,0.76,105,0.76%,-0.13%,1.63% (Oct 2023),0.76% (Feb 2024),26.80 k,-5.43 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Hindalco Industries Ltd.,Aluminium,0.71,98,0.71%,0.06%,2.04% (Jun 2023),0.38% (Oct 2023),1.95 L,40.30 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
SRF Ltd.,Specialty chemicals,1.65,95.4,0.69%,0.01%,2.71% (Apr 2023),0.68% (Jan 2024),39.93 k,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Trent Limited,Speciality retail,0.67,92.9,0.67%,0.13%,0.67% (Feb 2024),0% (Mar 2023),23.93 k,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Eicher Motors Ltd.,2/3 wheelers,1.7,88.9,0.65%,-0.11%,2.23% (Mar 2023),0.65% (Feb 2024),23.44 k,-3.52 k,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"-
Dabur India Ltd.",Personal care,0.63,86.1,0.63%,-0.01%,1.51% (May 2023),0.63% (Feb 2024),1.60 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Muthoot Finance Pvt. Ltd.,Non banking financial company (nbfc),2.31,83.1,0.60%,-0.05%,0.68% (Dec 2023),0% (Mar 2023),63.71 k,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
APL Apollo Tubes Ltd.,Iron & steel products,1.1,78.4,0.57%,0.17%,0.57% (Feb 2024),0% (Mar 2023),50.68 k,14.27 k,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Varun Beverages Ltd.,Other beverages,0.56,76.6,0.56%,0.05%,0.56% (Feb 2024),0% (Mar 2023),54.37 k,0.00,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
LTIMindtree Ltd.,Computers - software & consulting,9.59,75.1,0.55%,0.08%,1.08% (Aug 2023),0% (Mar 2023),14.17 k,2.50 k,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Havells India Ltd.,Consumer electronics,0.54,74.7,0.54%,0.08%,1.18% (Sep 2023),0% (Mar 2023),48.77 k,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bajaj Finserv Ltd,Holding company,0.54,74,0.54%,-0.01%,2.12% (May 2023),0.52% (Aug 2023),46.42 k,0.00,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Tata Steel Ltd.,Iron & steel products,1.1,73.1,0.53%,0.02%,1.49% (Aug 2023),0.51% (Nov 2023),5.19 L,0.00,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"#
Tech Mahindra Ltd.",Computers - software & consulting,9.59,71.9,0.52%,0.52%,0.52% (Feb 2024),0% (Mar 2023),56.47 k,56.47 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,2.98,67.9,0.49%,-0.08%,1.14% (Apr 2023),0.49% (Feb 2024),10.57 k,-2.19 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Indian Railway Catering and Tourism Corporation Ltd.,"Tour, travel related services",0.49,66.9,0.49%,0.12%,0.49% (Feb 2024),0% (Mar 2023),72.10 k,21.60 k,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bank Of Baroda,Public sector bank,3.61,60.9,0.44%,0.03%,0.44% (Feb 2024),0% (Mar 2023),2.29 L,0.00,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Pi Industries Ltd.,Pesticides & agrochemicals,0.43,59.1,0.43%,0.13%,1.22% (Nov 2023),0% (Mar 2023),16.09 k,3.78 k,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"#
Nestle India Ltd.",Packaged foods,1.29,57.4,0.42%,0.42%,1.16% (Mar 2023),0% (Mar 2023),22.12 k,22.12 k,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Abbott India Ltd.,Pharmaceuticals,2.98,52.4,0.38%,-0.20%,0.58% (Jan 2024),0% (Mar 2023),1.84 k,-1.22 k,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bharat Dynamics Ltd.,Aerospace & defense,2.3,50.6,0.37%,-0.13%,0.52% (Dec 2023),0% (Mar 2023),27.97 k,-0.12 L,Small Cap,0.49,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Canara Bank,Public sector bank,3.61,43.8,0.32%,-0.09%,0.51% (Dec 2023),0% (Mar 2023),77.60 k,-0.38 L,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"#
Bajaj Auto Ltd.",2/3 wheelers,1.7,34.9,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),4.41 k,4.41 k,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"#
Tata Power Co. Ltd.",Integrated power utilities,0.25,34,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),91.44 k,91.44 k,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Hindustan Aeronautics Ltd.,Aerospace & defense,2.3,31.6,0.23%,0.00%,0.49% (Oct 2023),0% (Mar 2023),10.25 k,0.00,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Rural Electrification Corporation Limited,Financial institution,2.61,16.9,0.12%,-0.02%,0.14% (Jan 2024),0% (Mar 2023),38.28 k,0.00,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Navin Flourine International Ltd.,Commodity chemicals,0.12,16.1,0.12%,-0.02%,0.39% (Aug 2023),0% (Mar 2023),5.34 k,0.00,Small Cap,0.49,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Somany Home Innovation Ltd.,Household appliances,0.09,13.1,0.09%,-0.09%,0.22% (Sep 2023),0% (Mar 2023),32.28 k,-0.19 L,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
"-
Grasim Industries Ltd. - Partly Paid Up",Cement & cement products,2.86,4.7,0.03%,0.00%,0.03% (Feb 2024),0% (Mar 2023),4.92 k,0.00,Other,13.38,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Ashok Leyland Ltd.,Commercial vehicles,,31.9,0.00%,-0.23%,-,-,-,-,Mid Cap,10.07,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
Bosch Ltd.,Auto components & equipments,0.83,57.6,0.00%,-0.42%,-,-,-,-,Large Cap,72.13,lic-mf-large-cap-fund-direct-plan-growth,MJB161,Equity,11_large
ICICI Bank Ltd.,Private sector bank,19.36,341.5,9.00%,0.04%,9.22% (Mar 2023),8.01% (Jun 2023),3.25 L,17.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Reliance Industries Ltd.,Refineries & marketing,9.08,308.7,8.13%,0.07%,8.13% (Feb 2024),6.82% (Jun 2023),1.06 L,6.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
HDFC Bank Ltd.,Private sector bank,19.36,249.2,6.56%,-0.80%,9.38% (Mar 2023),6.56% (Feb 2024),1.78 L,0.00,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Tata Consultancy Services Ltd.,Computers - software & consulting,12.85,190.2,5.01%,1.28%,5.61% (Mar 2023),3.73% (Jan 2024),46.46 k,12.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Infosys Ltd.,Computers - software & consulting,12.85,190.2,5.01%,0.60%,6.61% (Mar 2023),4.41% (Dec 2023),1.14 L,20.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
State Bank Of India,Public sector bank,6.43,164.6,4.34%,0.35%,5.89% (Sep 2023),3.56% (Oct 2023),2.20 L,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Larsen & Toubro Ltd.,Civil construction,4.71,135.1,3.56%,0.81%,4.37% (Apr 2023),2.75% (Jan 2024),38.84 k,11.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
ITC Limited,Diversified fmcg,2.92,110.9,2.92%,-0.50%,3.42% (Jan 2024),0% (Mar 2023),2.73 L,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,4.89,103.4,2.72%,0.28%,3.73% (May 2023),2.1% (Dec 2023),9.16 k,700.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Avenue Supermarts Ltd.,Diversified retail,2.33,88.3,2.33%,0.12%,2.56% (Dec 2023),0% (Mar 2023),22.53 k,2.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Tata Motors Ltd. - A Class,Passenger cars & utility vehicles,4.89,82.5,2.17%,0.01%,2.44% (Oct 2023),1.9% (Mar 2023),1.31 L,0.00,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Nestle India Ltd.,Packaged foods,2.15,81.8,2.15%,0.45%,2.15% (Feb 2024),0% (Mar 2023),31.50 k,7.50 k,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Kotak Mahindra Bank Ltd.,Private sector bank,19.36,81.1,2.14%,-0.34%,2.91% (Nov 2023),0% (Mar 2023),48.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Havells India Ltd.,Consumer electronics,2.11,79.9,2.11%,0.56%,2.11% (Feb 2024),0% (Mar 2023),52.20 k,10.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
GAIL (India) Ltd.,Gas transmission/marketing,1.98,75,1.98%,-0.03%,2.82% (Sep 2023),1.53% (Jun 2023),4.12 L,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Shriram Finance Ltd.,Non banking financial company (nbfc),3.43,74.4,1.96%,-0.17%,2.13% (Jan 2024),0% (Mar 2023),30.50 k,0.00,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Oil & Natural Gas Corporation Ltd.,Oil exploration & production,1.95,73.8,1.95%,0.46%,1.95% (Feb 2024),0% (Mar 2023),2.79 L,70.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,1.92,73,1.92%,-0.24%,3.52% (Jun 2023),1.92% (Feb 2024),65.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
National Thermal Power Corporation Ltd.,Power generation,1.86,70.5,1.86%,-0.03%,2.84% (Jun 2023),1.84% (Apr 2023),2.10 L,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Grasim Industries Limited,Cement & cement products,1.72,65.3,1.72%,-0.12%,3.05% (Sep 2023),1.5% (May 2023),29.80 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Indusind Bank Ltd.,Private sector bank,19.36,63.1,1.66%,-0.20%,2.8% (Jun 2023),1.66% (Feb 2024),42.80 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Divis Laboratories Ltd.,Pharmaceuticals,5.06,62.8,1.65%,-0.22%,2.15% (Dec 2023),0% (Mar 2023),18.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Hindalco Industries Ltd.,Aluminium,1.57,59.5,1.57%,0.72%,1.77% (Apr 2023),0.85% (Jan 2024),1.18 L,66.12 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Siemens Ltd.,Heavy electrical equipment,1.54,58.5,1.54%,0.07%,1.58% (Nov 2023),0% (Mar 2023),12.50 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Tata Steel Ltd.,Iron & steel products,1.54,58.5,1.54%,-0.06%,1.6% (Jan 2024),1.06% (Aug 2023),4.15 L,0.00,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Tech Mahindra Ltd.,Computers - software & consulting,12.85,56.7,1.49%,0.11%,1.73% (Aug 2023),0% (Mar 2023),44.50 k,8.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Dabur India Ltd.,Personal care,2.45,56.4,1.49%,0.10%,2% (Mar 2023),1.04% (Dec 2023),1.05 L,13.80 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Jio Financial Services Ltd.,Non banking financial company (nbfc),3.43,55.8,1.47%,0.51%,1.47% (Feb 2024),0% (Mar 2023),1.80 L,43.90 k,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
NATCO Pharma Ltd.,Pharmaceuticals,5.06,52.7,1.39%,0.09%,1.7% (Sep 2023),0% (Mar 2023),53.00 k,0.00,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Wipro Ltd.,Computers - software & consulting,12.85,50.8,1.34%,0.01%,1.41% (Dec 2023),0% (Mar 2023),98.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
ICICI Prudential Life Insurance Co Ltd.,Life insurance,1.32,50.1,1.32%,-0.02%,2.18% (Jun 2023),0% (Mar 2023),94.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Canara Bank,Public sector bank,6.43,48,1.26%,0.10%,1.26% (Feb 2024),0% (Mar 2023),85.00 k,0.00,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
NCC Ltd.,Civil construction,4.71,43.7,1.15%,0.60%,1.15% (Feb 2024),0% (Mar 2023),1.77 L,86.96 k,Small Cap,2.33,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
"#
Cipla Ltd.",Pharmaceuticals,5.06,41.5,1.09%,1.09%,1.09% (Feb 2024),0% (Mar 2023),28.00 k,28.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
"-
Coal India Ltd.",Coal,1.02,38.9,1.02%,0.00%,1.23% (Oct 2023),0% (Mar 2023),89.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Marico Ltd.,Personal care,2.45,36.6,0.96%,-0.09%,1.53% (Aug 2023),0% (Mar 2023),70.00 k,0.00,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
"#
Bharat Petroleum Corporation Ltd.",Refineries & marketing,9.08,36.2,0.95%,0.95%,0.95% (Feb 2024),0% (Mar 2023),60.00 k,60.00 k,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Honeywell Automation India Ltd.,Industrial products,0.93,35.5,0.93%,-0.10%,1.26% (Sep 2023),0% (Mar 2023),935.00,0.00,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Gland Pharma Ltd.,Pharmaceuticals,5.06,35.3,0.93%,0.04%,0.98% (Nov 2023),0% (Mar 2023),20.00 k,4.00 k,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
FSN E-Commerce Ventures Ltd.,E-retail/ e-commerce,0.91,34.5,0.91%,-0.11%,1.09% (Nov 2023),0% (Mar 2023),2.20 L,0.00,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Balrampur Chini Mills Ltd.,Sugar,0.87,33.2,0.87%,-0.13%,1.12% (Dec 2023),0% (Mar 2023),89.00 k,0.00,Small Cap,2.33,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Cesc Ltd.,Integrated power utilities,0.84,31.7,0.84%,-0.17%,1.01% (Nov 2023),0% (Mar 2023),2.50 L,0.00,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Bank Of India,Public sector bank,6.43,31.6,0.83%,-0.34%,1.17% (Jan 2024),0% (Mar 2023),2.40 L,-0.57 L,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
K.P.R. Mill Ltd.,Other textile products,0.51,19.2,0.51%,0.29%,0.51% (Feb 2024),0% (Mar 2023),25.00 k,15.12 k,Other,14.91,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Aditya Vision Ltd.,Speciality retail,0.31,11.7,0.31%,-0.06%,0.37% (Jan 2024),0% (Mar 2023),3.37 k,0.00,Small Cap,2.33,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Mphasis Ltd.,Computers - software & consulting,12.85,52,0.00%,-1.47%,-,-,-,-,Mid Cap,8.54,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Power Grid Corporation of India Ltd.,Power - transmission,,59.6,0.00%,-1.69%,-,-,-,-,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Aurobindo Pharma Ltd.,Pharmaceuticals,5.06,57.5,0.00%,-1.63%,-,-,-,-,Large Cap,72.78,mahindra-manulife-large-cap-fund-direct-plan-growth,MMH051,Equity,11_large
Reliance Industries Ltd.,Refineries & marketing,8.33,1288.4,7.13%,-0.09%,7.22% (Jan 2024),5.98% (Nov 2023),4.41 L,0.00,Large Cap,67.53,baroda-bnp-paribas-large-cap-fund-direct-plan-growth,MAB720,Equity,11_large
ICICI Bank Ltd.,Private sector bank,16.57,1259.5,6.97%,-0.09%,8.21% (Apr 2023),6.97% (Feb 2024),11.97 L,0.00,Large Cap,67.53,baroda-bnp-paribas-large-cap-fund-direct-plan-growth,MAB720,Equity,11_large
